,rate
8619,3.0
45325,3.0
58419,3.5
2222,4.0
8923,5.0
30124,3.0
18044,5.0
38183,4.0
31863,5.0
2434,5.0
27998,3.0
5639,4.0
8910,3.5
8465,4.0
58297,3.0
10591,5.0
57359,4.0
33749,3.5
11440,4.0
22810,4.0
42287,3.5
11758,3.0
55789,5.0
50898,1.0
13628,5.0
28637,1.0
23698,5.0
13153,4.0
47002,4.0
33150,5.0
17738,1.5
58472,3.5
24018,3.0
15584,0.5
45978,4.0
25830,3.0
5374,2.5
20194,4.0
26455,4.5
13968,2.0
9752,4.0
27795,4.0
15381,3.0
9858,4.0
12403,4.0
450,2.0
42210,3.5
4324,2.0
21478,2.0
36156,3.5
31191,2.5
34507,2.0
57574,2.5
11453,4.0
56291,3.0
21506,2.0
13024,5.0
52001,3.0
17071,4.0
5388,1.0
11382,3.0
20686,4.0
32052,2.0
27662,5.0
18383,4.5
2854,2.5
20825,3.0
40945,2.5
34443,3.0
10473,4.5
55287,4.0
39399,4.0
15409,2.0
13393,4.0
52773,3.5
56543,5.0
25754,3.5
7107,3.5
26137,3.0
52944,4.5
22270,3.0
9329,3.5
42911,4.0
58067,4.0
39656,4.0
54857,5.0
29888,5.0
25197,5.0
19540,4.0
3418,5.0
43508,4.5
47355,5.0
2600,3.5
12597,5.0
41450,2.5
48258,3.0
43775,2.0
11202,1.0
32163,3.5
14655,2.0
7716,5.0
12094,3.0
15668,4.5
54008,1.0
2120,3.0
4334,4.0
15437,3.5
26565,4.0
18571,5.0
21319,4.0
54464,3.0
33867,4.0
32510,2.0
4171,4.0
4365,3.0
25880,4.0
38072,5.0
33572,5.0
6123,3.0
19135,5.0
20633,5.0
53970,0.5
36187,5.0
54692,4.0
55352,3.5
15526,4.5
53831,5.0
15971,5.0
50461,4.0
33350,3.0
31171,4.0
36691,5.0
18759,4.0
7112,4.0
6743,2.0
16076,3.0
32955,2.0
4509,3.0
41223,4.0
41537,4.0
39041,4.0
28226,3.5
19142,3.0
8365,4.0
1733,4.0
5940,4.0
21887,2.5
2807,4.0
9750,5.0
230,4.0
54747,3.0
29585,3.5
1693,3.0
8221,4.0
100,5.0
59135,3.5
15324,4.0
57036,5.0
2364,4.0
39864,4.0
17732,4.0
5317,4.0
15102,3.0
7602,3.0
45643,4.0
11425,2.5
28309,5.0
19351,5.0
45532,5.0
20865,4.0
13106,2.0
43781,4.0
34656,1.0
29738,4.5
41293,3.0
53055,4.5
50887,2.5
50465,3.5
12138,5.0
6507,4.0
26438,3.0
2658,3.5
39707,1.0
35005,4.0
34037,4.0
42328,3.5
6519,2.0
40461,4.0
25784,4.0
2841,4.0
50264,2.0
45895,4.0
17344,3.0
16354,2.0
11158,5.0
24170,3.0
47590,3.0
26150,2.5
3111,3.0
31210,3.5
33993,3.5
9966,2.0
26015,4.0
4681,3.5
28859,4.0
19828,5.0
23178,3.0
28426,2.0
49386,2.5
13422,4.0
55293,4.0
28063,5.0
8024,4.0
55724,3.0
18339,2.0
54553,3.0
7624,3.0
11743,2.5
26658,2.0
57328,3.0
39921,3.0
14384,4.0
44426,4.5
28465,3.0
34567,5.0
18596,2.5
30651,2.5
55146,5.0
32950,5.0
56423,2.5
30296,4.0
43009,3.5
58071,4.0
14228,4.5
54135,2.0
53967,4.0
59617,4.5
14766,4.0
3110,4.0
35544,4.0
41544,4.5
57420,5.0
30901,4.0
23181,4.5
155,3.0
9523,3.5
41467,1.5
34786,3.5
28007,3.0
26672,4.0
30039,3.0
27275,3.5
24590,2.0
43690,4.5
43445,4.0
19526,4.5
26147,2.0
27567,3.5
42917,5.0
57159,3.0
41311,3.0
17933,2.5
11147,2.0
11050,5.0
8764,4.0
3042,5.0
32276,5.0
38100,4.0
20470,4.5
31274,5.0
13437,0.5
41285,5.0
15832,4.0
12082,3.5
56992,4.0
32118,4.0
25298,4.0
10910,4.0
26525,5.0
7649,4.0
50671,4.0
8720,3.0
59239,5.0
33291,4.5
58193,4.0
50770,4.0
30614,4.0
11356,3.0
40755,1.5
8266,3.0
53680,2.5
2351,5.0
10086,4.0
37877,2.5
35895,4.0
55043,4.0
35372,3.5
24294,3.0
32708,4.0
14035,4.0
29852,3.0
31588,3.5
11898,4.0
52393,5.0
44916,4.0
5359,3.0
8094,3.0
44374,4.5
1614,4.5
8188,4.0
23529,3.5
29857,4.0
12474,3.5
1180,5.0
31543,3.0
50582,3.0
21441,4.0
7365,4.0
2594,2.5
10599,4.0
23128,3.5
58249,3.0
41111,4.0
40787,0.5
44219,3.5
3104,2.0
17916,4.0
55000,3.0
20737,4.0
3992,4.0
41490,2.5
46210,4.5
18502,5.0
42156,1.0
45767,3.0
57252,4.0
31138,5.0
59120,4.5
33360,3.0
45403,5.0
21415,3.0
29014,1.0
15655,4.0
11319,3.0
40419,3.0
58303,5.0
18453,5.0
47132,4.5
25358,4.0
4447,4.0
50382,4.5
22091,4.0
664,5.0
54370,4.0
56947,4.0
45598,3.5
56139,3.0
17730,4.5
40349,3.5
27760,5.0
4549,3.5
38607,4.5
49234,3.0
56053,4.0
7086,4.0
45950,4.0
5551,4.0
14284,5.0
53581,1.0
24968,5.0
32195,1.0
34126,1.5
39617,4.5
33444,1.5
19687,2.0
49031,5.0
41298,4.0
57987,1.5
33250,3.0
44394,3.0
49527,3.0
4206,5.0
6321,2.5
15687,3.5
11706,4.0
23227,5.0
11740,2.5
11128,4.0
9581,4.5
3697,3.0
51849,5.0
35282,3.0
13184,4.0
14650,2.0
1151,4.0
3250,1.0
40398,3.0
25661,4.0
17802,4.0
36745,3.0
29630,3.0
38129,3.0
34506,5.0
21541,4.5
54600,4.0
23001,3.5
34095,4.0
774,2.5
20140,5.0
24579,3.0
20581,4.0
43519,3.0
48241,3.0
36134,2.5
15212,4.5
14556,5.0
24670,2.0
39880,3.0
55135,4.0
41092,3.0
31997,2.5
29635,4.0
35547,4.0
20841,5.0
26457,3.5
18995,5.0
34225,3.0
52051,4.0
3218,4.5
30130,4.0
51785,4.0
16135,4.0
13454,4.0
5962,5.0
33065,5.0
15982,4.0
23044,5.0
40552,3.0
51290,4.5
36081,5.0
24164,4.0
39828,1.0
22744,5.0
28145,4.0
28449,2.5
51098,1.0
48761,5.0
44782,3.5
42245,3.0
36715,4.0
15412,2.0
15339,3.0
17339,3.0
50391,3.0
58353,1.0
20091,5.0
308,4.0
44930,3.0
14500,4.0
24686,3.5
54091,4.5
23419,4.0
23606,5.0
45411,4.0
10989,4.0
25944,3.5
21829,2.0
48897,2.5
48384,1.0
7397,5.0
21668,4.0
11541,3.5
53136,3.0
42185,2.5
2063,4.0
37845,3.0
23384,2.0
20614,5.0
18520,5.0
42653,4.0
51225,5.0
32250,4.0
39720,2.0
57172,3.5
33324,3.0
23666,4.5
4157,5.0
57404,3.0
21063,4.0
20702,4.0
11123,5.0
50675,4.0
36606,4.0
19669,1.5
40033,4.5
54586,5.0
31866,4.0
40895,3.0
3350,4.0
39775,5.0
52472,3.0
23747,5.0
40506,3.5
28090,5.0
46885,5.0
33605,5.0
15674,4.0
37019,5.0
12297,4.0
36578,4.0
5613,4.0
13013,3.0
31956,4.0
49027,4.0
58422,4.0
48118,4.0
2075,4.5
27446,3.5
42380,4.5
22335,3.0
49860,2.0
37376,2.0
40088,4.0
59212,3.5
19208,4.0
52974,3.0
10941,4.0
24263,4.0
37319,3.0
16293,4.0
51982,3.5
28149,1.5
19287,4.0
32045,4.0
16585,2.0
51615,2.0
49816,5.0
12436,5.0
59618,4.0
9395,5.0
40418,4.5
34544,4.0
2476,2.0
3505,1.0
48654,3.5
15363,4.0
51458,4.0
51599,3.0
27555,2.0
5467,4.0
21683,4.5
13091,4.0
35203,3.5
27182,3.5
55412,2.0
41183,4.5
24359,1.0
33440,3.0
38136,5.0
12586,4.5
38387,2.0
35718,2.0
49048,3.0
34669,4.0
47277,2.0
46221,3.0
46819,2.5
4241,5.0
46458,3.0
58985,4.0
53782,2.5
1480,1.5
51752,3.5
43100,2.5
5258,3.0
19938,5.0
50815,3.5
43490,3.5
14717,1.0
30669,4.0
38200,4.0
45744,4.0
40567,4.5
34011,3.5
51237,2.0
33273,5.0
39490,4.0
40197,2.0
36729,4.0
8565,3.5
30001,3.0
11307,3.0
16714,5.0
37971,4.0
59350,4.0
15921,3.5
35847,2.0
8585,4.0
44746,4.0
15781,2.0
27878,3.0
12295,3.0
54087,5.0
38415,4.0
41476,5.0
27396,4.0
7066,3.0
33871,4.0
45516,3.0
24169,4.0
36073,4.0
16121,2.0
35411,4.0
22435,4.0
27594,4.0
47148,4.5
2304,4.5
30650,2.0
27705,5.0
19098,5.0
34504,5.0
37486,3.0
28310,4.0
57590,5.0
48736,3.5
43097,5.0
11213,4.0
31578,2.0
55393,4.0
7947,3.0
23437,3.5
50507,5.0
30537,2.0
43405,2.5
54354,4.0
25186,2.0
44628,2.0
27214,2.0
43382,4.0
25995,2.0
53426,4.0
42056,2.5
55940,3.5
17804,3.0
27368,2.5
12476,4.5
34493,4.0
1639,2.5
12622,3.0
37326,5.0
20245,4.0
53723,5.0
7761,1.5
9112,4.0
42951,5.0
1255,1.5
23358,4.0
17788,4.0
11647,4.5
53706,4.0
10302,4.0
47529,4.0
8761,4.0
46656,3.0
50556,4.5
53641,3.5
26507,5.0
38575,4.0
37150,3.0
32123,2.0
44292,2.5
48535,4.0
2937,3.5
33435,2.0
37808,4.0
55999,3.5
43759,4.0
2321,5.0
53143,5.0
44750,2.0
13147,3.0
6855,2.0
21976,3.0
37005,4.0
6158,4.0
37522,4.0
38572,4.0
57065,2.0
101,5.0
18194,4.0
29496,3.5
7698,4.0
33957,5.0
35859,1.0
13577,4.0
50093,3.0
24674,4.0
37258,3.0
42415,1.0
16221,3.5
35799,3.5
49792,3.5
5092,2.5
19825,4.5
50859,4.0
36705,2.0
44459,4.0
5109,3.0
53895,4.0
37089,4.0
59277,5.0
42160,5.0
46965,2.5
31134,3.0
2614,5.0
16035,5.0
27343,4.0
49225,4.0
18008,3.5
37716,5.0
42493,4.0
37951,1.0
57955,3.5
32580,5.0
43541,4.0
13818,2.5
35789,4.0
19380,3.0
24220,3.5
1191,3.0
52525,4.5
35456,4.0
56277,3.0
39983,1.0
49245,4.5
30856,2.0
31486,3.0
32437,0.5
27399,4.0
9670,4.0
39512,2.5
46839,3.5
37885,2.0
1460,4.0
12969,3.0
13313,3.0
8255,5.0
2986,4.0
1338,5.0
23550,3.0
50251,4.0
4547,3.0
56682,2.5
11686,4.5
23060,5.0
13266,1.5
44888,4.0
57889,4.0
35678,4.0
23762,2.0
10145,2.0
10317,3.5
35522,3.0
53204,3.0
39480,3.0
1742,3.0
16922,4.0
2012,4.0
45469,5.0
49699,2.5
13666,3.0
10044,3.5
24793,5.0
4191,4.0
26245,4.0
57852,4.5
1154,3.5
30623,2.5
40024,5.0
27766,4.0
25056,3.0
20053,4.0
52385,3.0
14378,4.0
14683,5.0
21874,4.0
35061,3.5
12984,4.5
45989,2.0
48178,3.5
570,5.0
46797,5.0
17461,4.0
35167,3.0
19928,2.0
16814,4.0
21108,3.0
49708,3.0
24570,2.0
4176,3.5
8564,5.0
582,4.0
35482,4.0
25029,2.5
24724,1.0
48050,4.0
38460,4.0
42300,3.0
42661,4.0
59396,3.0
32207,3.5
7553,4.0
21187,4.5
59163,3.0
38530,3.5
56420,2.5
16433,1.0
48508,4.0
29956,3.5
10358,4.0
22417,2.5
12237,5.0
57764,2.5
47629,5.0
51586,4.0
58971,2.5
30322,2.5
55010,3.5
42665,5.0
28014,3.0
12235,1.0
30807,1.5
1551,4.0
23794,4.0
31592,4.0
59247,3.5
10046,5.0
16307,3.0
3158,5.0
27630,2.5
21077,2.5
8478,1.5
30354,5.0
10202,4.5
59376,4.5
32058,4.0
45976,3.0
31006,3.5
35620,3.5
31153,1.0
23608,3.5
18786,5.0
34574,3.0
30832,3.5
52209,4.0
3527,5.0
56169,3.5
31113,3.5
18657,3.0
535,4.0
8076,4.0
32252,4.0
40048,4.0
2165,4.0
7250,5.0
56871,2.0
30119,5.0
55377,4.5
50369,4.0
13919,2.0
52154,4.5
16013,0.5
31362,5.0
46474,3.0
16398,3.0
58021,3.0
4427,3.0
21678,4.0
59029,2.0
22585,4.0
2072,4.0
48016,4.0
9094,4.0
13055,4.0
49231,3.0
2946,3.5
40544,5.0
43853,3.5
46473,4.0
44445,3.5
42132,2.5
18719,5.0
28423,0.5
34560,4.0
47245,5.0
33182,3.5
14324,4.0
28902,4.0
35046,4.0
11795,3.0
436,4.0
31385,5.0
34340,1.5
25651,4.0
32535,3.0
6019,3.0
31943,4.0
21073,3.0
28603,3.0
9629,3.0
8043,4.0
17192,4.0
37174,3.5
16111,4.0
38083,3.0
2245,4.0
36296,5.0
102,4.0
8343,5.0
8372,2.0
9842,2.0
10771,4.0
23136,1.0
28800,2.0
46756,4.0
53801,5.0
21186,3.0
83,3.5
55215,5.0
41140,1.0
48974,3.0
28699,1.0
7184,2.0
9668,5.0
46963,3.0
53169,5.0
55212,2.0
480,4.0
46470,4.0
24133,4.0
10220,2.0
41667,3.5
7951,5.0
25665,2.0
34833,3.5
36443,4.0
31465,4.0
2220,4.0
33245,5.0
55261,4.0
58455,2.0
52349,5.0
2454,5.0
19399,3.0
41278,4.5
11074,5.0
4070,4.0
46378,4.0
2502,5.0
14150,3.0
1298,3.0
43360,4.0
14833,3.5
23881,3.0
25408,1.0
38396,4.5
5954,5.0
25330,4.0
52483,5.0
56939,4.0
56858,3.5
24919,4.5
44448,3.5
329,4.0
43047,4.0
18179,4.0
6242,2.0
50269,1.0
55125,4.0
21687,2.0
35376,5.0
49039,3.5
49939,3.0
31974,3.0
22589,2.0
10186,3.0
14244,4.0
13823,3.5
7003,5.0
8634,4.0
23145,3.0
55601,4.0
41167,4.0
24564,3.5
1462,4.5
5173,3.0
44866,4.5
53865,4.0
48378,1.5
30922,2.0
42986,0.5
21652,3.0
40929,3.0
45306,5.0
10555,5.0
43694,3.5
33522,5.0
55348,1.5
9076,4.0
9565,4.0
52746,2.5
8285,4.5
13117,2.5
3944,4.0
38642,4.0
38156,3.0
26651,5.0
22844,2.0
18918,4.0
13339,2.5
27497,5.0
6171,3.0
5161,3.0
38872,3.5
56764,2.5
40513,4.0
24374,2.0
30101,4.0
46452,4.0
44820,4.0
28175,2.0
58782,3.0
9742,5.0
25919,5.0
2085,4.0
27273,3.0
47764,5.0
16727,2.5
31242,3.5
34520,5.0
2959,3.0
32780,3.0
20160,4.0
36014,4.0
720,4.0
20112,2.0
42523,3.0
31312,4.5
21692,5.0
59550,3.0
28209,1.0
53922,5.0
18681,3.0
19946,1.5
17570,4.5
21347,3.0
17270,3.5
51686,4.0
52308,1.0
19683,3.5
7414,3.0
23968,1.0
56499,4.0
55073,2.5
55278,3.0
59818,3.0
41740,3.0
43514,5.0
43837,2.0
7482,4.0
20396,5.0
11198,4.5
34040,4.0
48237,4.0
56588,3.0
44000,4.0
57393,3.5
29556,4.0
48687,4.0
52191,5.0
55750,3.0
14133,5.0
37283,4.0
46197,3.5
7800,3.0
57850,4.0
4821,3.5
289,5.0
35770,3.5
4908,5.0
47829,4.5
34157,3.0
48905,3.0
38722,4.0
15299,3.5
35036,5.0
23058,4.0
27791,2.5
32385,5.0
29515,3.0
53775,4.0
52188,3.0
2618,1.5
42811,3.0
604,4.0
12449,0.5
23078,4.0
34100,4.0
55328,3.5
39773,4.0
8228,3.0
26765,3.0
33497,4.5
22334,4.5
36482,4.0
21880,4.0
37080,4.0
58051,3.0
20862,3.0
8479,4.0
12045,5.0
28796,4.0
1871,3.5
32035,4.0
25166,5.0
20519,1.5
6078,2.0
17672,2.5
25227,5.0
36017,4.5
36252,1.0
2888,3.0
38805,4.0
39442,3.5
15588,4.5
8379,4.0
1433,4.0
35001,4.5
44871,4.5
29631,4.0
1136,1.5
1947,3.5
6843,3.0
22169,3.5
11098,3.0
50546,3.5
44910,4.0
19555,3.0
51413,3.5
45480,2.0
30794,3.0
51051,3.0
46631,3.0
1623,4.0
51333,3.5
37636,5.0
166,1.5
2200,5.0
25376,5.0
53640,5.0
53857,3.5
50395,3.0
57983,4.5
7225,3.0
30943,3.0
26429,1.0
3631,3.0
55476,3.5
14716,4.5
39144,4.0
38525,3.0
5509,4.5
23134,5.0
29494,3.5
21280,4.0
34542,4.0
4461,4.0
10179,4.5
54635,2.5
9033,4.0
56647,1.5
4828,3.0
28641,4.0
23337,1.0
44428,4.5
4269,2.0
47074,4.0
260,4.0
37924,4.5
38426,4.5
2762,5.0
12306,4.0
56357,4.0
28600,1.0
39727,2.0
47081,4.0
47145,2.0
37220,3.5
10950,3.0
48870,4.0
36069,4.0
11593,4.0
18454,5.0
53018,4.0
6162,5.0
22754,4.5
46583,3.0
30852,5.0
23643,3.0
53373,0.5
55660,3.0
18070,5.0
32934,3.5
7244,4.0
5809,3.5
24074,4.0
51038,2.0
47963,5.0
26541,5.0
58314,3.0
5581,3.5
55619,3.5
42143,2.0
20294,5.0
33758,4.0
57960,2.0
37028,1.0
15085,5.0
26451,3.0
3006,3.0
46150,4.5
45997,4.0
45179,2.0
52449,4.5
508,4.5
52428,2.0
37706,5.0
58499,4.0
2903,3.0
15286,4.0
30897,3.0
59084,4.0
17831,3.0
53044,1.5
15160,3.5
56262,4.0
58042,5.0
31835,5.0
1885,5.0
30745,5.0
13950,2.0
45569,4.5
35418,4.5
27016,5.0
39653,3.0
27090,4.0
48584,4.0
23278,4.5
37479,4.0
38093,3.0
34943,3.0
41849,5.0
2149,3.5
28165,2.0
33990,2.0
34353,5.0
15098,5.0
3801,2.5
16123,3.0
7139,3.5
19117,3.5
54807,4.0
58450,3.0
54606,5.0
29637,4.0
59706,4.0
32688,3.5
44021,5.0
26893,4.0
58679,4.0
11744,1.0
55914,3.5
15023,1.0
45965,3.0
2549,5.0
41310,1.0
29157,4.0
47789,3.5
34975,2.5
52934,4.0
15072,2.0
42035,2.0
44302,3.0
42601,3.5
18438,5.0
2395,3.0
8437,1.5
25860,2.0
59643,5.0
20785,4.0
6830,5.0
52067,4.0
45153,3.0
992,5.0
12172,5.0
47952,3.5
34855,3.0
21898,3.0
7652,4.0
23678,4.0
46710,3.0
46920,4.0
50413,3.0
21841,3.5
26476,2.0
16091,4.0
19590,4.5
39174,4.0
41992,3.0
24521,2.0
35403,3.5
29058,3.0
41921,4.0
32223,3.5
54889,2.5
45605,5.0
13399,3.0
75,3.0
19252,2.0
44793,4.0
46624,2.0
14856,4.0
274,2.5
4881,3.0
2186,2.5
17506,3.5
52412,3.5
30428,3.0
44286,2.0
49781,4.0
30268,4.5
42761,3.0
36100,2.5
27553,1.0
55155,5.0
44266,1.5
6645,3.0
4187,5.0
42014,5.0
50633,5.0
12533,3.0
18804,1.0
1808,4.0
1198,3.5
2920,4.0
10323,2.0
31665,3.5
7439,2.0
29165,3.0
11238,4.0
53533,4.0
40741,4.0
51474,5.0
58266,3.0
49842,3.5
47479,4.0
20266,3.0
53149,3.5
18539,3.0
19497,3.0
17913,1.5
15296,3.0
31411,5.0
29716,3.5
58801,4.0
18004,4.0
21892,2.0
20046,3.5
9716,4.0
2411,4.0
29055,3.5
10907,4.5
3698,5.0
46566,4.0
4918,3.5
40312,4.0
56955,5.0
37403,4.0
21985,5.0
16146,4.0
28453,3.0
18385,3.5
48928,3.5
7001,4.0
16171,4.0
34430,5.0
43263,4.0
18555,3.0
59647,4.0
51738,5.0
27141,4.0
6007,3.0
5496,2.0
37186,3.5
51869,5.0
34125,3.5
12329,2.5
22084,4.0
27855,5.0
24305,2.0
5185,4.0
20926,3.5
53817,3.5
23715,3.0
53493,1.0
47214,3.0
22512,4.5
3255,3.5
34260,3.0
51300,4.0
53566,3.0
28713,4.0
17489,4.5
45839,4.0
48236,4.5
58014,1.0
23413,4.0
50558,4.5
56912,3.0
48548,2.0
26110,5.0
32295,3.5
46510,1.0
29170,3.0
9046,3.0
1775,3.5
5941,0.5
58023,4.0
42011,2.5
7509,3.5
24663,3.0
25279,4.0
4019,5.0
28610,4.0
15795,2.5
24788,3.5
8672,5.0
20969,4.0
35235,5.0
45960,4.0
30355,3.0
26143,3.0
13793,5.0
19434,4.5
36889,3.0
44119,5.0
10493,4.0
50353,4.0
58768,4.0
5573,3.5
29629,2.0
2926,3.0
34346,5.0
31487,3.0
9877,4.0
52874,3.5
33514,4.0
15,4.0
41818,3.0
50153,3.5
29995,3.0
28234,5.0
50580,3.5
2160,2.0
10974,4.5
13199,3.0
26138,4.0
38194,3.0
13683,3.0
4063,3.5
31303,4.0
45328,4.0
44402,3.0
52007,4.0
41677,3.0
44647,3.0
33222,4.0
50013,4.5
26521,2.0
21574,5.0
51916,5.0
55019,2.0
213,2.5
47060,4.0
214,3.0
3384,4.0
17020,0.5
11671,4.0
41912,4.0
4627,4.0
7654,4.0
40265,3.0
10247,1.0
46447,4.5
11333,3.0
688,3.0
12900,3.0
7034,3.5
3494,4.5
12565,4.0
54330,4.0
53773,3.5
49229,4.0
39836,4.0
28499,4.0
23761,5.0
76,4.0
20125,4.0
45964,2.0
33967,4.5
45449,5.0
20371,3.0
28247,4.0
15096,1.5
28026,4.0
46244,3.0
37777,1.0
41,1.5
48588,4.0
58293,4.5
34809,2.0
12205,3.0
50215,4.5
25886,3.0
53808,3.0
27393,2.5
21590,4.0
3814,4.0
14863,4.0
11266,4.0
22130,4.0
57080,3.0
30805,3.0
24757,3.5
59353,5.0
10227,3.5
30210,5.0
59427,5.0
39326,3.0
45706,3.5
39370,3.0
48011,2.0
32053,5.0
17577,4.0
40659,3.0
51859,2.5
40646,3.5
36885,5.0
29245,5.0
59062,3.5
58155,3.0
32428,4.0
3392,2.5
12149,4.0
21522,3.5
30711,4.0
33978,2.5
1688,5.0
11840,4.0
25195,5.0
26314,4.0
56757,4.0
8631,0.5
32416,4.0
33421,5.0
48105,4.5
190,4.0
18866,5.0
13156,3.0
7073,4.0
32484,4.5
47507,3.0
15711,4.0
11466,3.5
47351,5.0
36126,1.0
44304,5.0
11612,4.0
42612,4.0
28841,4.0
52049,4.5
49484,4.5
48802,0.5
53926,1.5
31086,2.0
50596,4.0
8337,4.0
12381,3.0
27586,4.0
41446,4.0
54613,3.5
41648,2.0
37101,3.5
8852,3.0
29611,3.0
28516,4.0
8651,5.0
53977,5.0
42472,4.0
50139,4.5
11240,3.0
20900,3.0
28037,2.0
58057,4.0
56157,5.0
41190,3.0
51155,4.0
34638,5.0
51597,0.5
9126,5.0
12989,4.5
49278,5.0
49171,5.0
30370,2.0
32669,3.5
29407,3.0
31136,5.0
30422,1.0
8649,2.0
27065,5.0
5275,4.0
48995,3.0
37850,5.0
49826,3.5
46592,3.0
43030,5.0
34251,3.0
6769,3.0
56651,4.0
28669,4.0
21164,5.0
33494,2.0
43727,3.0
33948,4.0
59005,5.0
13933,3.0
16748,2.0
19124,4.0
43289,4.0
37141,4.0
9001,4.5
20476,4.5
21056,4.0
57028,5.0
23464,4.0
9613,5.0
25418,3.5
16112,3.0
16778,5.0
20734,4.0
5054,1.0
2418,2.5
54921,2.5
53130,1.5
25783,2.0
7026,4.0
53464,3.0
48303,3.0
37192,3.0
5590,5.0
11477,3.0
55833,5.0
55106,0.5
31190,4.0
13988,3.0
33995,4.0
21860,3.0
29674,4.0
8706,2.0
11842,4.0
12773,4.5
37515,3.0
22511,4.0
59322,4.0
25759,4.0
37964,4.0
33281,3.0
31386,1.0
35027,3.5
27430,4.0
1540,3.0
9972,3.0
48333,3.5
31163,5.0
39334,2.0
4719,3.0
1313,4.0
9910,3.0
28816,3.0
14029,4.0
9791,3.0
45765,3.5
36299,2.5
5066,3.0
59185,3.0
21260,4.0
26158,4.0
53848,3.0
40912,3.5
57940,4.0
36555,4.5
1336,5.0
33325,3.5
31649,4.0
45507,4.0
27747,0.5
15265,5.0
18852,4.0
14392,5.0
27286,3.0
19012,2.0
23294,4.0
12602,3.0
614,4.5
16766,3.0
22384,5.0
33658,3.0
30256,0.5
14344,4.0
27130,5.0
48889,4.0
52198,2.5
25427,3.0
51934,5.0
51817,4.5
32812,3.0
18450,4.0
29509,4.0
21672,2.0
33869,4.0
57921,4.0
24515,2.0
42006,4.0
19837,4.5
23354,4.0
21444,3.0
53348,4.5
5799,4.5
7002,4.0
28529,3.0
46964,3.5
30554,4.0
45803,4.0
8474,4.0
12244,4.0
8519,3.0
30247,3.5
20762,3.0
8848,3.0
57568,4.0
59272,4.0
40237,5.0
42686,5.0
5536,2.0
10464,4.0
1690,3.0
31075,3.0
41593,4.5
10341,3.0
9052,3.0
45059,4.0
2919,4.0
17611,2.0
30538,5.0
53825,4.5
43115,3.0
33148,4.5
6316,2.0
45281,4.0
10644,4.5
1719,5.0
6532,5.0
5608,1.0
19410,5.0
50367,3.0
43074,4.0
7210,3.0
36794,1.0
44904,4.5
50322,2.5
7653,2.0
22502,4.5
36035,3.0
47743,4.0
38226,3.0
57804,4.5
37318,2.5
9469,5.0
50223,5.0
52872,4.0
13141,3.0
1650,2.0
44240,4.0
56549,3.0
27314,3.0
16282,1.0
12654,2.0
21245,1.0
44158,4.5
34968,3.0
40816,2.5
12397,1.5
3588,3.0
8164,1.0
52612,3.0
54837,3.0
59368,2.0
42151,3.5
2158,3.0
39134,3.0
41798,4.0
57810,4.0
674,5.0
21595,3.0
35243,1.0
1946,0.5
24224,3.5
54345,4.0
42086,4.0
6227,5.0
33002,3.5
49430,1.0
52305,3.0
38843,4.5
15256,5.0
35161,2.5
50199,2.0
45651,2.0
52611,3.5
7866,3.0
38337,3.0
1498,4.0
25740,2.5
28759,4.0
45060,3.0
45044,4.0
11711,3.0
2238,3.5
53203,2.0
19507,1.0
48988,4.5
3864,5.0
49840,4.0
43233,4.5
3121,5.0
29193,4.0
9359,5.0
43801,4.0
58201,3.0
15657,4.5
22672,3.5
37586,4.0
6945,2.5
15651,5.0
29386,4.0
27191,3.0
58017,5.0
9727,5.0
38596,4.0
49310,3.0
7340,4.0
18287,4.0
38783,4.0
3032,2.0
59749,5.0
26807,1.5
34539,4.0
9066,3.0
43307,5.0
59901,3.5
44684,3.0
52303,3.5
15953,3.5
45318,3.5
50674,2.5
53025,4.0
40572,4.0
45991,4.0
50253,4.0
34448,1.5
20331,4.5
55198,4.0
32779,3.5
27496,2.5
23423,1.0
8955,4.5
9134,3.5
8224,1.5
17042,5.0
33480,2.0
965,4.0
16892,1.5
42741,5.0
32920,4.5
25573,4.0
18483,5.0
59266,4.5
38298,3.5
22706,2.0
37802,1.0
3561,5.0
55822,2.5
5564,4.0
51622,4.0
33721,4.0
45445,3.0
18557,2.0
12509,3.0
27397,3.0
52550,3.0
16134,4.0
33280,4.5
55136,1.0
3552,3.0
48859,3.0
6635,3.0
49470,4.0
15117,5.0
16517,3.0
17984,2.5
51941,3.5
16336,4.0
20667,3.0
26065,4.0
52175,4.0
59019,3.0
30824,4.0
40411,3.0
42319,5.0
50303,5.0
8468,5.0
18703,5.0
59157,4.0
27789,4.0
25102,3.5
35805,4.0
33198,3.5
16867,3.0
9097,3.0
57951,3.0
57199,1.0
32526,4.5
59577,3.5
18610,5.0
32187,4.0
57259,2.5
4001,2.5
42192,3.5
45075,3.5
53971,3.0
51616,4.0
8025,2.0
19388,3.0
10772,4.0
362,3.0
32503,2.0
35259,3.5
50590,4.0
30868,4.0
14445,3.5
5428,3.0
51231,5.0
48564,3.0
50354,4.0
32311,4.5
10651,3.0
54950,1.0
8628,4.0
57348,2.5
34696,5.0
42762,3.0
40833,5.0
23918,3.0
22010,4.5
39455,3.5
36923,3.0
43784,5.0
48998,4.5
46307,4.0
17576,3.5
13809,4.0
10825,3.0
48143,3.0
29439,2.5
59788,4.5
35111,4.5
54552,3.0
41377,4.0
28102,4.0
17324,2.0
56850,3.0
1854,4.0
55413,3.5
41505,5.0
