,user,movie
7012,1783,952
20015,1076,4382
52343,341,4202
26649,1986,13857
42197,1426,37862
7000,4009,832
13637,999,8167
22085,12,19597
58921,124,1502
36969,1111,12297
40921,677,1667
5411,971,9837
55410,3848,7917
50493,3260,6252
17994,1104,38112
9108,887,6647
16459,754,2407
42419,180,7127
23098,3113,39722
1038,61,25942
28075,285,12782
10677,789,23072
25752,2945,5912
10400,2455,21142
50518,82,24777
56908,1748,5102
35417,4009,4582
25825,803,4692
19496,1895,10442
5257,2357,4937
35756,3113,5717
52464,404,10677
49068,1006,11827
2164,698,16522
24834,1510,11042
24664,2231,15947
15337,1734,32202
54263,537,3417
19973,4093,6537
31924,404,21417
19771,1888,4522
57132,481,5312
24770,1272,2207
7841,873,3177
57442,341,2487
57733,2875,6232
21196,1349,527
1304,1790,9312
32247,376,5427
29405,1083,1547
27933,1251,2457
44153,1636,987
50503,1951,602
44975,2770,662
28629,446,892
7513,3155,1957
46880,726,4027
36868,831,9892
54179,845,4742
19260,285,692
4934,635,13627
21601,1279,2392
53784,313,9052
56759,12,10827
52857,3246,15537
19980,712,25617
52702,817,4807
9528,999,2477
19221,635,12772
58357,2525,7927
34802,1825,2992
50637,1587,362
33729,1174,1452
41510,1216,9492
55238,3953,1232
19793,1468,6697
44269,1860,2052
46987,383,13792
29930,2287,9092
30784,320,6222
38848,180,1702
41932,4184,7492
17239,1111,8217
58988,964,2462
58490,2889,2217
10758,551,12257
47138,537,7697
35914,761,20082
4679,75,43442
57842,3155,17
35126,1398,1302
38250,1111,20532
34007,2294,24392
26515,82,18827
9298,495,3302
7743,243,592
5713,2126,1747
39633,1440,7417
32490,628,13272
43578,152,797
56234,747,17582
13612,334,402
30564,3960,3992
24929,747,7117
22924,4422,1192
47866,4037,1442
8759,4226,3312
656,257,29397
36425,257,8697
1836,3239,3307
33671,2014,41607
56874,2098,3912
18658,705,19087
35794,4625,41262
13946,1468,5147
18561,936,4357
49551,404,10452
39901,1559,18652
37238,2385,10517
141,4128,2612
30909,481,6032
21960,635,26502
55848,19,4397
22887,873,20632
54252,2084,3032
13452,1790,722
2849,698,24487
25184,1426,23937
8019,3127,1682
20550,1286,15652
40190,2385,21417
41941,110,2392
34846,1846,7902
47395,2014,362
6088,1615,7802
42142,1153,41627
5687,873,17157
8245,1153,417
16934,1874,7227
28292,313,6672
45525,1776,2552
29991,3764,297
53935,1328,2732
16138,1643,13547
20995,383,11212
51252,2910,4697
33498,2245,6357
29139,4184,16192
35983,873,10772
19010,2385,3292
188,1286,2972
17334,320,257
49978,257,19737
9012,1125,3177
21899,2077,9532
43248,1153,9617
43197,2385,1382
59733,1300,3442
27579,1902,5407
50266,747,1347
13656,271,7927
49164,845,2817
31550,89,26402
3784,362,32
52435,2259,38962
59883,1230,2317
8006,1363,1832
42042,817,8637
27551,1426,8177
2003,894,692
24022,3519,2252
3557,761,15157
51353,1426,1227
50245,1279,22452
30000,936,7827
25198,1111,3027
24335,1237,1262
48902,1132,1352
1285,2371,17732
28322,1783,20847
4273,82,20207
50292,1440,6662
59314,397,9467
20252,992,1637
20389,621,1172
2324,747,6697
28673,285,10812
44546,2840,9537
6513,1433,8397
32676,1139,1097
50194,908,9892
57175,1566,8222
43755,3071,27417
1708,2665,5097
43524,1111,23532
32796,1132,337
56472,4086,9297
11862,635,37322
47152,3232,3062
57292,544,3957
13850,481,5087
52626,1804,13017
12261,684,5807
27929,1706,8042
44685,187,5777
55051,1615,5082
25948,180,26817
30091,607,4907
35937,341,2542
19468,3897,5732
46172,2189,6397
3107,670,8167
33866,75,5587
53661,558,20347
57265,712,21722
22343,3155,727
18841,698,24807
47374,1251,2417
6589,1132,402
7766,446,10897
32273,1986,10762
8640,278,4077
2236,425,14512
18670,754,6967
17633,1132,4587
44637,320,38802
57405,61,12992
13549,1034,20082
44696,4170,5767
55771,201,13957
34299,2301,4317
5110,922,2392
29916,1230,14117
28649,537,9007
58578,285,23227
3695,278,13332
36994,1153,31152
22541,936,11187
52451,887,4037
53502,2315,9757
12652,2350,6287
11443,3967,11552
27324,1006,13122
34841,712,3637
25815,2098,1262
32962,12,15822
27042,1615,417
46848,2462,5532
25539,2329,3307
46945,173,9917
14791,2140,1457
24975,2686,38077
44350,1615,8767
21022,320,11492
14997,89,5112
55214,2665,257
23453,698,17132
31116,1734,1872
48541,68,7872
23074,2329,3637
50498,1832,2182
53384,677,11887
18361,236,6157
910,1468,7387
2099,12,3342
14886,2861,3367
467,3281,5572
42273,4219,13497
801,2301,1842
36325,3169,1697
20554,320,11622
3399,691,727
51935,1426,1272
39632,677,10137
46619,3078,532
18297,3540,2057
3624,1405,7037
24859,1426,3892
17645,1237,8667
27460,1790,1682
26549,285,17837
4721,26,31577
36289,1349,747
56017,1685,1917
41769,614,1327
44645,943,4782
42624,3442,3307
9296,1895,11112
54157,2672,9877
57096,404,27442
619,607,6582
28421,922,4712
53241,2357,10177
13806,82,32357
34858,3155,9687
26875,1300,31447
45159,1881,11022
6223,481,12732
8271,1426,14092
28509,2357,847
59944,320,15287
25134,747,5657
38007,1706,8592
47515,810,1707
27254,1006,3852
6430,404,19112
29447,4198,4012
40220,166,2727
21011,1062,1672
55529,740,1617
27337,3029,1832
55086,957,9617
1398,635,2757
45657,2343,467
47797,2637,3062
7448,3071,952
47936,810,2017
22650,4513,12247
41756,1559,7707
38239,1671,12102
58987,3323,2107
59293,1174,2772
19289,481,19492
41174,1069,2517
42040,96,6167
23364,341,2362
2635,1440,37767
36179,1111,4327
17810,2714,2357
25906,82,182
10225,1251,7167
12633,1972,5817
45814,383,3762
48740,152,1172
26843,320,24887
45648,2826,6562
26336,4443,28837
51727,3911,24402
6831,698,15692
48119,362,927
19339,2357,952
44135,1426,8012
19684,2315,20557
9650,82,322
51391,383,5962
39046,1216,8902
356,1790,6787
29683,75,6157
31593,390,5407
20854,2189,2137
55815,2714,1192
38997,110,442
58514,635,40797
52960,1111,5827
42918,1615,5922
34108,299,15672
56361,208,24812
32773,1300,3852
16670,3708,4452
56727,4016,512
45728,75,34067
43309,1636,5172
56211,334,5832
58209,2385,4447
57618,1216,6157
31874,1468,9537
57470,1125,1887
32833,1202,8047
30508,1328,7437
13084,1132,9392
49208,523,5292
41479,3071,3777
35705,404,4792
10558,453,417
32066,1167,22362
12910,922,16052
41412,537,6457
46807,873,18377
41244,1125,1257
24551,110,13117
8386,1440,43637
53504,719,427
21511,1426,23332
8796,747,15822
44796,3589,2127
39811,747,34367
11839,404,38102
53208,915,2932
45302,404,9807
58755,1496,4867
7032,68,2622
45234,1167,5847
39447,194,3852
14095,1713,1172
26979,4485,31127
17412,2952,2242
12784,873,4447
53662,3141,417
53329,2259,7667
4184,3792,9892
28577,1202,4437
36223,201,31492
4557,2714,417
4980,1055,11567
21070,404,16437
4442,747,1247
11487,684,15772
6059,901,2312
49226,26,2227
25777,2378,1352
2315,1146,28157
16765,299,507
45655,3757,4707
54505,96,1462
46161,2980,672
10966,3652,7742
15046,2252,452
32594,3274,3907
30107,264,13222
1599,3288,3312
15417,2112,207
21162,1489,8042
758,320,3277
13860,1853,6122
57137,2189,10752
31212,2476,3262
3084,75,1242
9407,145,7407
37327,222,3752
42731,2427,17002
34427,2077,9957
59365,2413,10822
36078,922,972
49757,2595,6252
44506,908,882
39522,222,17152
14391,761,6332
10984,4275,2392
14986,810,9847
33900,1804,28082
26881,2504,82
31937,2770,2107
54878,614,7717
17840,1972,432
12919,19,612
53635,3638,4132
35837,4086,10877
47552,152,12437
15987,677,3097
20426,1202,3367
4153,971,12252
32305,3729,8012
6568,2882,5057
37601,2637,13052
23088,467,21632
10664,75,11947
29153,4044,5767
44435,1440,11382
12843,110,2562
50690,68,4147
24278,1713,4592
38643,3540,3762
32002,1440,2832
41043,957,1007
24356,1426,2812
18872,649,87
11746,2427,41187
11415,1076,7927
38495,1349,39482
20971,3785,3762
35680,1510,4077
34603,887,15372
45458,2875,2242
46913,1230,20722
4766,1468,34932
7180,3617,172
5036,1916,4247
58629,124,29267
50583,390,23912
7672,2819,362
29181,901,1007
44471,264,6167
1517,936,1347
50592,712,5297
32375,1699,3442
23850,1300,21577
25482,3036,2462
30580,264,12527
58375,1804,4352
25268,901,3072
22121,1713,3217
3511,831,8882
31266,3442,1412
4633,2945,1027
40160,810,15772
43250,1006,7717
57141,180,19792
50351,3904,4522
41563,2175,1612
10344,1083,20707
12231,404,22937
32496,712,3947
46608,1426,19342
55356,264,23612
56002,117,20082
29580,1440,17767
4122,1426,15107
49211,264,11242
41088,2938,6217
51266,2189,6952
30182,439,6687
46843,873,10752
6655,866,3092
52865,1293,28177
18196,1041,17087
50874,1300,1937
28079,4205,2587
41064,922,4122
25553,1132,35082
46247,537,2617
44052,425,6127
47767,1426,1887
20285,782,2407
33585,481,727
42636,1678,417
32763,271,2112
150,1440,3197
47729,845,592
58624,285,6692
44821,1216,4297
56400,1741,2587
17496,2259,5532
15596,75,15962
49127,656,16952
8596,2532,2827
25869,1454,9807
58919,3855,1007
28495,488,5112
24148,796,21812
26943,726,7162
52152,222,3067
29910,201,8432
7256,404,11142
24829,75,217
44169,2161,7837
28484,26,5857
51190,2882,11317
954,250,16247
6625,1426,2982
35685,852,1917
19792,1111,1402
50718,2574,3897
49661,82,24762
2481,544,1657
999,1790,16437
51203,383,15182
31390,537,10622
65,12,1232
25952,936,6707
30528,3841,527
7214,2259,1232
43911,47,2182
4260,2189,18032
25808,530,2297
14689,383,19622
5957,1909,29262
46763,1265,15337
2633,194,5137
8456,2665,2487
14864,481,18397
46347,285,772
1260,1055,18627
7270,481,27897
48701,3267,102
44806,271,9382
85,1055,5602
34139,82,3767
14060,1587,4102
37189,691,1412
9352,404,16672
48635,1972,10827
37078,2014,4517
50788,404,16352
56176,306,952
53962,2238,2217
2459,1713,6672
41442,3904,1907
12185,327,5897
25610,740,877
10955,4604,11112
34754,383,16567
58412,712,19982
28751,607,2857
19670,82,26142
14202,82,3257
25120,187,2362
58662,649,1347
32686,1363,3307
13239,957,5807
57282,320,21142
15841,299,12837
44597,2686,5662
25038,2028,927
53950,1125,23992
57727,936,6122
27471,1608,3682
5044,432,547
33570,1132,827
2086,12,7512
6305,418,12837
48471,2868,1292
57768,3295,13507
42248,271,21607
59187,26,13687
39780,1020,417
24535,124,1262
56863,873,877
4409,2749,5442
32030,1860,10592
50079,180,1012
7443,922,2947
49806,320,7827
45676,264,8707
41884,299,2057
38610,2000,12172
32097,2189,4912
41219,180,2687
4383,852,777
38988,292,3177
48260,2602,20082
14644,306,4107
4562,299,1182
50297,635,14842
18085,1741,9082
30464,523,3757
29389,299,25417
35695,845,452
42568,2252,727
54674,1461,25537
32606,684,427
6697,2014,6277
43244,12,23047
30153,1643,1762
19840,537,9412
37183,796,6542
33765,1111,4797
6352,4688,1442
28027,2595,1187
54972,1510,20027
3531,1237,10137
34080,12,7422
48288,369,952
22696,2875,277
39631,96,11577
48425,110,5357
18214,397,20872
420,3393,8822
20158,1426,4172
44226,1300,27147
13582,341,6587
36166,383,4692
26629,1328,5107
7642,383,2272
44508,1440,11642
32958,1195,857
19624,1300,4417
44388,418,377
25393,775,3477
12522,4058,592
12461,3470,26027
48207,383,122
36207,2112,5322
10178,2994,2847
28205,285,9577
14165,82,36782
11609,4303,7737
27995,2574,8057
58954,2147,172
15122,404,28722
11844,1125,5772
1012,1300,37
43497,607,24752
12323,285,3402
18191,75,15907
11556,1468,44827
54270,201,42222
18783,2287,9327
37608,1832,907
26948,439,3947
23343,1643,24277
47212,1937,592
5929,530,10182
36871,1559,8392
3823,1398,11242
58432,320,4692
6250,306,17062
54291,1216,952
8900,481,25472
53456,439,19097
2982,1748,6222
53153,2077,6712
53572,75,28482
38245,1741,1212
7134,922,35897
12761,1685,21557
34008,271,9342
57241,873,15822
7359,1720,3452
55944,1237,5022
22294,89,4467
31852,1426,6897
35832,2504,5002
19232,26,14102
2494,404,21557
56737,1972,362
13648,1111,23907
23661,404,44977
11127,726,24392
45425,4499,39827
359,285,2297
58795,3708,1917
16651,1426,747
11279,201,10072
59173,208,4407
52744,404,19102
27381,565,11737
24899,621,4082
43856,320,4147
17397,75,7407
31268,3785,10607
13359,1111,24842
8660,607,2927
41644,4009,1092
36377,2952,432
29276,3701,3797
5097,180,20382
23068,3617,952
25772,383,957
34414,712,1972
9080,3225,4582
16241,1615,6197
36744,2903,4832
54351,2371,4262
49398,3778,3342
18409,2448,29967
56324,698,8042
31469,1328,7762
29486,446,82
49303,558,6562
44229,894,8417
34739,3960,2632
50513,3281,4237
34563,1909,1327
37194,292,4707
10214,1125,3422
41700,866,13547
14106,2175,36327
7468,1972,4257
48991,2910,7177
58350,2665,777
55803,3757,4082
41556,264,23447
57877,348,7362
2275,320,16907
46647,467,3037
30583,880,7972
29080,82,14212
38676,264,4442
51665,264,3917
31754,481,882
8403,2084,2312
27763,642,5372
56831,320,19022
42445,1440,19892
14346,1615,917
36456,278,1117
55170,320,102
31240,1426,7462
3483,3400,2857
46524,1153,6302
15008,1475,3082
3003,1447,3797
50802,964,11427
57156,747,14887
9680,537,6407
3782,712,26827
24386,173,6507
44807,152,642
59833,2644,712
40877,446,1727
48915,614,20912
46494,1825,10182
23014,404,19157
39619,75,8817
45848,4345,957
15467,96,17572
57800,523,7207
17097,1713,3847
37848,1888,10057
40521,2574,1032
55326,635,4102
11621,362,23632
44090,376,12712
56724,481,457
8684,1734,19287
27819,299,912
5417,747,17382
6999,3400,882
55009,75,43552
31675,3568,2812
24125,1300,3172
51131,397,427
19334,362,892
9533,306,10807
1834,75,18942
57766,180,6222
24571,621,1512
54338,292,2402
21666,1916,3192
19688,264,12107
28131,201,4997
9834,873,11827
47720,565,7777
20000,201,5382
17586,82,14542
32304,75,6407
31713,1153,287
50965,89,42
23994,26,6127
1982,481,2997
26389,4156,747
20302,3078,1547
6970,971,5787
17623,1125,887
8106,3981,4832
23130,2924,2312
28988,89,20697
22647,19,12502
43299,1909,4317
48047,481,9082
28624,1825,1192
33812,2245,5442
20986,537,6882
58597,1398,622
8536,3792,1202
29775,1426,3547
4188,873,30802
39268,257,3407
15927,964,29402
39927,2385,15197
12608,2385,12592
31298,1734,3882
19893,3302,3787
26122,285,2687
23243,677,222
54204,3183,22057
15399,1006,12392
56851,2651,5297
23823,404,4172
46810,404,17577
4715,740,1237
23515,208,7122
49987,1111,11192
1443,75,9152
11514,2427,307
20077,621,822
23658,201,2257
41124,1440,32687
15415,2448,5067
6245,383,1842
53850,719,967
49301,1349,1717
46315,467,10497
6263,544,6947
36630,82,14347
36927,1426,5297
19875,285,28857
41661,831,2312
33385,2035,8042
49409,2945,3062
15137,1055,7367
3770,3463,13082
37544,558,1097
43491,376,13547
27948,1006,4727
43357,180,11117
58366,96,727
10856,747,28517
45017,1153,15692
43447,502,20382
53385,2021,17642
56693,61,8172
41082,82,43927
28526,1426,29162
38861,75,1987
41057,1559,35352
25139,1279,1382
32037,1769,16437
59646,320,26217
34274,684,577
37731,1804,9402
27494,614,2862
28946,75,39262
16337,425,3852
49240,810,9487
29922,2560,14767
11536,894,17782
23746,278,582
26633,1041,7392
32172,75,23762
34471,1125,20102
46751,2245,4012
19638,4520,1532
23305,964,4382
21340,1706,6092
26061,446,952
20132,4345,5907
54490,635,15772
9419,3218,1627
725,2133,11032
19817,2357,7332
49828,271,18557
46350,19,2372
58982,299,26972
16335,19,2227
4901,320,17022
26661,2868,2857
44735,12,7457
11108,1132,557
3202,271,38832
15802,383,7232
59551,264,1872
3204,1265,527
17667,1496,1262
57651,1797,26962
30424,1846,4522
35055,2231,3452
50708,397,9047
25792,1300,2622
40384,2525,13052
19673,1300,10392
41956,3302,12982
26313,1097,5077
45225,446,5767
42240,1741,2822
42503,1041,1572
52439,1426,972
7556,607,3307
32417,320,2597
6829,404,23562
6596,446,2512
12165,614,4742
58447,75,777
37418,607,712
43004,922,1147
53841,684,1597
49261,2077,942
49752,264,13672
35169,1804,6832
59991,61,21732
9218,2987,3787
39866,1615,1227
2353,1237,3937
21610,1734,487
41598,684,832
387,1741,3057
46655,1125,33522
47472,82,12012
28929,89,7777
28254,4674,882
34886,2910,422
51469,873,2157
41198,2203,14832
14820,124,19742
4438,1748,6647
40585,607,19322
39297,1895,9877
9014,1349,457
37388,1426,2752
44097,1888,5107
24126,82,12167
30454,1034,3927
44789,1426,15747
40167,2077,4502
39771,299,14872
29662,957,17772
15698,2595,102
18045,1286,23782
34049,299,2667
3934,383,5072
20836,383,1237
38694,2189,3067
39017,222,18357
6152,628,8807
25278,271,7062
10065,271,10327
35840,1111,2112
25359,278,3947
27454,2756,4982
20549,635,9032
17703,306,3292
55991,2924,33287
59956,404,7122
51697,2861,9717
27181,3841,1092
57408,1923,8397
36640,4450,957
9327,404,21427
14762,3120,5247
15954,12,987
1515,404,22327
6236,110,3682
7836,117,11492
33220,306,1197
43766,1146,2447
45641,3393,6922
13764,2210,4187
41826,1174,44532
48884,621,1912
2235,2021,7582
41539,1818,16437
23070,2889,6682
54193,1426,4007
18661,607,11332
41889,313,17117
36998,712,6742
13734,768,347
38538,1055,7762
2420,2315,13392
4164,271,2832
47761,761,15307
56283,75,642
46623,369,857
37145,1174,522
39472,2378,6917
26809,82,10037
42283,908,30947
47725,1937,417
27804,75,14237
32088,3806,20247
17244,2245,13712
23623,2378,18212
33630,1013,5327
15862,2021,23477
3605,4345,3762
52296,180,5737
26686,1965,2042
879,3421,567
36340,306,10792
6115,362,6057
1971,845,1617
17848,1174,3412
28130,1111,512
38938,873,4437
38189,110,17732
51754,2875,2037
21115,2434,7057
34928,271,10772
12487,404,28152
31594,2294,2352
19144,1125,8042
43858,61,8767
26816,502,7882
43481,4296,3097
47409,1615,2997
41153,1349,1667
16800,1741,8287
30602,3337,4697
43551,1573,16017
20823,306,7077
19338,1790,4452
32075,719,5482
26224,320,2417
51092,2714,9017
54826,3127,112
18328,922,18762
49841,1118,3177
50989,3792,1967
17915,82,1082
47694,1069,8502
44824,684,9427
38028,1832,1107
11464,2763,1037
42053,404,2077
53582,852,12082
38559,2343,27057
3299,1832,777
59708,838,13442
28252,383,4787
23514,264,2367
55527,607,19337
52210,404,8492
38343,1538,6167
10118,1174,2647
52275,264,2312
55474,922,9082
50100,2308,43387
31992,271,7617
22324,264,25447
56014,3274,4372
55114,222,14077
7484,1174,14132
54073,936,1387
27234,1328,7292
21539,201,6902
3608,1055,11392
17616,194,12327
48613,936,15457
30062,607,9892
43080,285,8817
31880,2889,5907
51094,1818,857
56924,2966,5967
30193,2371,6407
990,1790,25857
10024,1587,5757
171,3897,12007
32514,1223,2017
13045,2861,2342
29705,2077,12442
26656,712,3542
16802,614,2602
58843,614,13497
55823,313,15442
58428,971,2182
27602,726,5132
27031,1349,44207
31800,75,19692
42115,1895,907
3165,1650,20842
32760,2021,1987
40261,565,2182
18778,747,24277
10315,376,10607
56894,320,7067
22210,124,44212
51701,2805,4522
30945,89,36672
13149,3183,4477
28370,1531,5222
22879,3484,8397
15191,264,12087
1439,2287,377
18275,1034,19717
22557,2259,942
21526,2315,16202
38055,110,4612
57743,1349,3407
33190,75,542
26005,1755,7987
2071,1531,502
38749,747,2377
38956,908,12917
58622,3337,8597
15340,2875,892
20490,488,12142
24329,817,10882
21961,3736,13067
58895,2245,6887
50484,824,1817
17327,2812,10822
11377,264,5657
19585,1629,6027
58551,404,15532
8211,1783,6167
12714,4310,6037
15124,1944,1707
46665,4352,337
51115,1286,26072
54681,1286,7197
31245,4177,5647
56248,2035,5967
14874,873,6522
49218,2231,842
34437,908,7082
12426,684,1297
31532,327,887
42870,1531,3297
11596,2392,2727
18769,2644,427
16874,397,8642
20305,1783,8347
21919,873,13822
17814,614,1352
4895,222,9447
17416,3561,2242
25193,4205,177
2005,586,40312
49426,404,10067
19572,3127,1222
27136,2595,12122
15108,1727,40017
4538,523,4077
54286,2133,7822
50883,873,4052
47874,1426,1832
45360,1202,12
56611,82,20042
14821,2476,3527
46700,1132,4782
45548,1734,25097
2213,285,1312
15561,1776,11652
33311,4555,7822
34993,1559,22627
27468,971,3712
38173,264,6027
15000,607,6312
4512,2021,3742
43498,2014,18237
40775,404,27267
52473,3519,4832
26481,299,687
4014,33,592
33274,3337,3877
2185,299,2632
51450,530,982
52813,3134,797
7395,922,6377
56532,4086,5182
55294,1440,11982
45975,481,3037
29788,2532,4862
16207,313,6152
3286,12,362
52542,243,427
48401,3337,2587
36866,873,26682
53639,1237,5747
58111,383,6252
56889,621,727
10702,383,29932
30168,908,11702
23089,96,29282
3087,110,3697
53367,1020,527
52881,3925,3757
8604,2896,3177
5159,3176,662
28854,306,497
24160,1916,617
3344,208,887
42627,684,3552
12061,4142,6587
12844,201,9907
29764,194,6492
10405,1251,23477
18078,278,942
44661,1349,12932
5030,4674,3167
630,2308,10977
48171,1706,227
12827,1993,82
38398,208,1422
38412,2469,7667
57473,1706,25307
47455,208,582
21986,306,21492
40323,1524,35437
7476,257,23812
53013,285,5357
5383,782,19512
33539,3757,177
17453,1195,1572
17709,2882,857
35772,369,6217
6182,1797,32
41896,75,24952
34424,1097,20782
2907,971,1182
13906,404,1647
54290,2077,13332
2057,3519,16437
4261,341,14977
4103,201,6627
41592,1426,30622
20966,75,15512
2642,810,6802
1120,614,10732
6110,180,11167
21012,201,27627
9839,250,4742
29894,2399,4312
40161,698,6202
59929,537,13997
53435,82,24962
36199,320,822
46842,1531,1972
36928,1363,32692
15543,1587,14602
5148,2315,4667
52054,2819,4497
45754,4177,532
15679,1692,7207
1935,320,1917
32398,1860,1472
51526,481,3852
53316,1349,1802
11916,2553,34922
58621,747,492
46966,26,5637
58828,82,8907
25323,201,13027
7628,285,10172
37685,2525,17262
53512,12,28527
5424,1608,927
45934,565,4897
5844,782,2312
26091,3190,18647
34308,383,9812
35871,2875,12027
55580,2476,1617
34232,1111,12197
7115,1615,1452
16540,747,9007
30929,3505,7292
48132,2917,7927
55283,719,9047
41871,1538,7822
9438,1104,12047
14239,1531,5897
25868,369,14552
35684,2077,29112
24873,2448,34567
54795,299,1397
51949,537,7767
25232,565,7142
967,1167,1212
51745,3176,3177
2113,1146,3757
13434,1706,7062
1325,341,1487
19319,530,6962
43634,1300,26402
14423,1804,16677
59853,1580,13607
4655,1706,22257
16436,320,6827
22777,201,27557
41101,187,1457
3768,1468,20542
24722,306,3517
5645,404,25032
32725,12,9927
14306,208,4382
34266,12,15547
52688,3176,2417
50318,82,35992
39217,1958,532
48159,3246,10607
27733,628,7607
57915,4142,4012
48847,1531,3082
55486,2315,18202
632,1783,5162
8652,1608,4302
5176,334,102
4909,1615,1367
45310,1531,3622
23135,796,2052
15472,2294,332
30803,2574,12942
41874,873,40817
5800,446,5662
57805,1202,21812
57891,306,2762
47759,89,20422
11991,4548,4617
7421,2084,452
26040,481,6402
56465,530,20542
36288,964,31717
44631,635,2277
32270,922,6462
13638,831,2727
33745,523,192
27851,614,3427
44465,215,6967
18716,1202,7707
49054,1020,6337
48700,635,43217
43416,3071,6892
3002,278,1797
47627,75,3677
48364,19,20427
20736,1671,1402
30819,2917,582
58252,523,242
38972,1916,19172
10602,607,12882
10914,2770,8397
54561,4352,6122
46944,61,16292
55200,1398,927
26592,2672,11952
28904,4317,19157
20427,12,622
29770,418,5067
59578,3638,402
14431,4331,57
23441,1650,15657
42172,1006,6787
8204,635,2112
56440,4170,722
47139,936,1957
3045,383,3742
58566,404,1142
34271,845,662
5230,852,7312
56963,306,3217
47260,1279,457
36488,3722,3562
44762,1328,1747
17668,2364,1457
13551,383,17912
31304,4107,14327
13942,2931,2802
9181,1615,852
47287,82,16612
16407,4387,3472
37267,3141,4622
4737,719,457
48279,1818,1397
31244,698,24452
53957,1153,1117
8361,481,2207
46661,2539,3387
27942,607,11552
55647,3323,1257
40736,2315,10772
701,957,272
58627,971,3472
38665,1489,3177
58616,1440,8637
36521,271,2372
47130,180,44427
17817,481,957
29158,117,6062
37782,1069,19157
48619,474,1567
55663,1300,10942
55402,1013,2312
32959,1559,15457
16831,418,13977
3946,2315,1892
17455,2378,3657
9065,2252,6407
4950,1853,1987
35972,1104,8072
37520,19,11547
15372,1615,4007
11615,3253,3497
27812,474,5222
16219,2161,492
37954,1349,6122
15405,1258,6897
43087,2896,5807
39391,285,37252
24333,1146,7882
13884,383,7717
51978,82,6582
33888,2770,9042
13825,3071,8222
44376,82,33847
16238,3708,4517
48742,726,17442
11178,2770,547
42121,82,41902
39663,537,8167
34924,439,24597
11150,1013,4257
48782,726,9142
36153,82,35762
8477,2910,2502
16572,19,6567
44846,831,1172
14323,677,197
41529,824,14667
47814,873,1452
57456,2294,1442
18774,4499,6472
55741,810,3497
42048,19,882
42840,642,642
49520,3358,3177
33125,705,1032
44586,516,402
20538,2189,77
10237,299,1637
40525,544,82
7727,2749,5032
55710,495,4367
15906,719,547
29908,1076,1597
10381,635,38787
33596,208,2867
4739,3204,362
42541,110,2012
21757,306,16547
37632,1041,4467
35018,110,6447
14944,2021,4522
14707,1153,11427
3125,327,4497
24953,278,1742
28683,1202,2727
37823,936,15437
5895,747,6472
16974,1426,22877
1680,383,8452
809,12,232
8005,201,11267
22065,3904,3527
35131,3274,13052
6962,1328,2132
42421,3925,9492
26793,1594,7792
57932,1398,9957
58944,1048,377
42502,1111,15757
58506,810,967
2719,1972,5837
16913,201,262
32454,4345,8397
54035,3890,1262
2678,75,6447
14614,82,20512
9037,838,2632
48183,684,9022
2460,1888,1632
15942,306,3267
31195,348,212
13389,1286,4237
14290,2742,2352
26705,75,12567
51590,1174,1387
52384,523,1262
31441,82,11777
6914,299,272
51917,278,14202
20162,2077,27262
46192,873,23942
47525,481,3122
34531,2098,402
39253,75,11872
19935,3015,2512
4535,880,8357
42910,782,712
51312,1258,1402
26444,1013,7637
9182,614,3337
2605,2819,417
20192,2315,10377
19899,334,16322
9316,901,3897
11735,1146,272
34810,404,11972
5067,4611,3492
40184,82,7347
24554,264,15367
50980,4289,10677
34376,1426,11937
17874,1587,532
23513,894,10442
53660,1713,7792
52649,936,10807
44368,110,19192
48502,1293,11197
39723,19,7842
55320,1531,722
3268,341,5502
14502,19,122
13509,2595,692
53422,404,7812
23773,397,3407
10140,3841,4147
36698,2133,967
57573,82,1032
18089,2700,4147
870,2742,14512
24136,3155,5967
30892,82,33107
32719,4142,1717
54923,1216,1842
6272,915,6167
5102,264,3307
5339,1258,6462
47884,446,10617
4773,320,26327
9371,698,3072
35647,2714,9077
32192,2350,14032
51884,1013,14117
46323,306,2052
51305,2350,2357
28625,3925,427
42915,75,44662
5032,1146,3572
5610,3736,3387
37943,89,3367
14910,2798,9062
6811,383,1672
45694,4366,14512
7374,397,31952
31293,404,28387
58742,124,12047
1145,3764,8347
44480,285,10472
2474,957,4762
59077,271,6957
27537,1272,4257
56049,1853,31257
8679,2231,2192
32467,2140,23832
42908,3197,3332
45368,194,8117
55221,852,2217
22421,1055,2757
28488,75,7292
40143,796,19192
49088,180,16787
54710,698,13712
1783,208,927
22623,285,3362
54541,1083,527
48694,1146,4582
46195,1902,3792
17544,1167,10177
22637,1426,1752
14380,523,2182
9832,278,6277
48068,299,7927
21888,3841,5472
32869,264,10607
34160,264,12827
46589,264,9812
48492,12,15287
49373,96,24527
37935,866,7167
7822,873,2407
17624,3309,9877
37104,1713,5067
23924,558,7742
22019,383,4582
41305,1251,4977
9024,320,10247
50284,1174,19582
33575,1909,19517
5367,12,17002
40196,698,3947
1240,964,567
43035,873,342
28035,1489,2852
18950,1811,1727
48965,1692,23037
27702,404,36552
4824,1580,15467
19368,614,4482
14522,264,10112
11845,285,22627
45946,985,9372
27050,75,20372
8578,12,28707
49822,2357,2552
56987,3169,1112
34714,2399,2442
16725,75,34187
29931,152,22507
34056,313,34617
2842,2189,4107
11121,271,1972
9661,383,15972
